,genres
111739,"Adventure, casual, indie, early access"
111740,"Free to play, indie, simulation"
111741,"Adventure, indie, strategy"
111742,"Action, free to play, strategy"
111743,"Action, indie, rpg, early access"
111744,"Action, casual, indie, rpg"
111745,"Casual, indie, simulation, strategy"
111747,"Action, adventure, indie, rpg, strategy"
111748,"Casual, indie, simulation, sports, strategy"
111749,"Action, indie"
111750,"Action, casual, indie"
111751,"Action, indie"
111752,"Action, adventure, casual, indie"
111753,"Action, adventure, casual, indie, massively multiplayer"
111754,"Adventure, casual"
111755,"Casual, indie"
111756,"Adventure, indie, simulation"
111757,"Action, adventure, indie, sports"
111758,Strategy
111759,"Adventure, casual"
111760,"Action, adventure, indie"
111765,"Action, indie"
111766,"Indie, simulation, strategy, early access"
111767,"Action, casual, indie"
111768,"Action, adventure, indie, early access"
111769,"Action, indie"
111770,"Casual, indie, simulation, strategy"
111771,"Adventure, indie"
111772,"Action, adventure, indie, rpg"
111774,"Adventure, indie"
111776,"Indie, strategy"
111778,"Action, indie, rpg, early access"
111779,"Simulation, strategy"
111780,"Action, indie"
111781,"Action, indie"
111782,"Action, indie"
111783,"Free to play, massively multiplayer, rpg, early access"
111784,Indie
111785,"Action, free to play"
111786,Indie
111788,"Action, strategy"
111789,"Casual, indie"
111791,"Action, adventure, indie, rpg"
111793,"Adventure, indie, rpg"
111794,Adventure
111796,Simulation
111797,Simulation
111800,"Casual, indie, simulation"
111801,"Indie, simulation"
111802,"Indie, simulation"
111803,"Adventure, free to play, rpg, strategy"
111804,"Action, adventure, rpg, early access"
111805,"Action, indie"
111806,"Action, adventure, casual, indie, early access"
111807,"Action, indie"
111809,"Indie, rpg, strategy"
111813,"Action, rpg"
111816,"Action, adventure, indie"
111819,"Action, adventure, indie"
111820,"Adventure, indie"
111821,"Action, adventure, indie, early access"
111822,"Action, adventure, indie"
111823,Indie
111824,"Action, adventure, casual, free to play, massively multiplayer, rpg"
111825,"Action, simulation"
111826,Rpg
111827,"Action, indie"
111828,Simulation
111829,"Action, indie"
111830,"Adventure, indie"
111831,"Action, indie"
111832,"Rpg, strategy"
111833,"Casual, indie, simulation, strategy"
111834,"Adventure, casual, indie"
111835,"Adventure, casual"
111836,"Action, adventure, indie, rpg"
111837,"Action, adventure, indie, rpg"
111838,"Rpg, strategy"
111839,Indie
111841,Indie
111844,"Action, adventure, casual, indie"
111845,"Indie, rpg"
111846,"Casual, indie"
111848,Adventure
111849,"Action, rpg"
111850,"Action, adventure"
111851,"Adventure, casual, indie"
111852,"Action, indie, sports"
111853,Simulation
111854,"Adventure, casual, indie"
111855,Strategy
111856,"Adventure, indie, strategy"
111857,"Casual, free to play, indie, strategy"
111859,"Action, indie"
111860,Action
111862,"Adventure, indie, rpg"
111863,"Casual, indie"
111865,"Indie, massively multiplayer, simulation, strategy"
111867,Rpg
111869,"Action, adventure, indie, rpg"
111870,"Action, adventure, indie, rpg"
111873,"Action, indie"
111874,"Action, indie, early access"
111875,"Action, adventure, indie, rpg, strategy, early access"
111876,"Casual, indie"
111877,"Action, indie"
111878,"Casual, indie, simulation, sports"
111879,"Adventure, indie, rpg"
111880,"Adventure, indie, rpg"
111881,"Indie, simulation, strategy"
111882,"Adventure, indie, rpg"
111883,"Action, indie"
111884,"Action, racing"
111885,"Action, indie"
111886,"Action, indie"
111887,"Action, adventure, casual, indie, massively multiplayer, early access"
111888,"Action, indie, strategy"
111889,"Action, indie"
111890,"Simulation, strategy"
111891,"Action, adventure, indie"
111892,"Action, indie, strategy, early access"
111893,"Racing, simulation, sports"
111894,"Racing, simulation, sports"
111895,"Racing, simulation, sports"
111896,"Racing, simulation, sports"
111897,"Adventure, casual"
111898,"Action, indie, strategy"
111899,"Action, adventure, indie"
111900,"Rpg, strategy"
111901,"Casual, indie, simulation, strategy"
111902,"Action, casual, indie"
111903,"Indie, strategy"
111905,"Casual, indie, simulation"
111906,"Casual, indie, simulation"
111908,"Indie, strategy"
111909,"Free to play, indie, strategy"
111910,Rpg
111911,"Action, indie, simulation, early access"
111912,Simulation
111913,Adventure
111914,"Adventure, indie"
111915,"Indie, simulation"
111916,"Casual, indie, strategy"
111917,"Action, adventure, casual, indie"
111918,"Action, indie"
111919,"Action, adventure, indie"
111920,"Adventure, indie, rpg"
111926,Simulation
111927,Simulation
111928,"Action, adventure, indie"
111934,"Action, casual, indie"
111935,"Action, indie, rpg, early access"
111936,"Adventure, indie, rpg"
111940,"Action, adventure, indie"
111941,Casual
111943,"Casual, indie, simulation, strategy"
111947,"Action, adventure, indie, rpg, simulation, early access"
111971,"Adventure, casual"
111972,"Casual, indie"
111973,Racing
111974,"Adventure, indie"
111975,Indie
111976,"Action, indie"
111978,"Indie, simulation"
111980,Simulation
111981,"Casual, indie"
111988,"Adventure, indie"
111990,"Adventure, indie, rpg"
111991,"Action, adventure, indie"
111992,"Action, indie, strategy"
111993,"Action, indie"
111994,"Adventure, casual, indie, early access"
111995,"Action, adventure, indie, simulation"
111996,"Action, indie, sports"
112001,"Indie, rpg, early access"
112004,"Adventure, casual, indie, rpg, strategy"
112005,"Adventure, indie"
112006,"Action, adventure, indie, simulation"
112007,"Action, adventure, indie, simulation"
112008,Indie
112009,"Action, adventure, casual, indie"
112010,"Casual, indie, strategy"
112011,"Action, adventure, indie"
112012,"Action, adventure, indie"
112013,"Action, casual, indie"
112015,"Racing, simulation, sports, strategy"
112016,"Indie, simulation, strategy, early access"
112017,"Rpg, strategy"
112018,"Action, sports"
112019,Adventure
112020,"Casual, indie"
112021,"Casual, free to play, indie, early access"
112022,Indie
112025,"Action, indie, early access"
112026,"Indie, rpg, simulation, strategy, early access"
112027,"Action, adventure, indie"
112028,"Action, adventure, indie"
112029,"Simulation, strategy"
112030,"Adventure, indie"
112034,"Casual, free to play, indie, rpg"
112035,"Casual, indie, sports, strategy"
112037,"Action, adventure, indie"
112038,"Adventure, casual, indie"
112039,"Action, indie, rpg, strategy"
112040,"Action, adventure, casual, indie"
112041,"Casual, indie, strategy"
112048,"Casual, free to play, indie, strategy, early access"
112050,"Indie, simulation"
112051,"Adventure, indie"
112052,"Adventure, indie"
112055,Adventure
112056,Sports
112059,"Action, adventure, indie"
112060,"Indie, strategy, early access"
112061,"Indie, rpg"
112062,"Action, simulation"
112063,"Action, simulation"
112064,"Action, adventure, casual, indie"
112065,"Action, casual, indie"
112066,"Action, adventure, casual, indie"
112067,"Action, adventure"
112069,"Action, indie"
112070,"Adventure, indie"
112075,"Adventure, casual"
112077,"Casual, indie, simulation"
112078,Indie
112080,"Action, indie"
112081,"Rpg, simulation"
112082,"Casual, sports"
112083,Simulation
112084,"Adventure, indie"
112085,"Adventure, casual"
112086,"Design &amp; illustration, web publishing"
112087,"Action, free to play, massively multiplayer, rpg"
112088,"Action, free to play, massively multiplayer, rpg"
112089,"Design &amp; illustration, web publishing"
112090,"Design &amp; illustration, web publishing"
112091,"Design &amp; illustration, web publishing"
112092,"Design &amp; illustration, web publishing"
112093,"Design &amp; illustration, web publishing"
112094,"Design &amp; illustration, web publishing"
112095,"Action, casual, indie"
112096,"Action, adventure, indie"
112097,"Indie, rpg, simulation, strategy"
112098,"Action, adventure, indie"
112100,"Rpg, strategy"
112102,"Action, adventure"
112103,"Casual, indie, strategy"
112104,"Action, free to play, indie, early access"
112105,"Action, casual, indie"
112106,"Action, adventure, casual, indie"
112107,Free to play
112108,"Action, indie"
112109,"Action, indie"
112110,"Adventure, casual, indie"
112111,Simulation
112112,Casual
112113,"Action, adventure, casual, indie"
112114,"Adventure, indie, rpg"
112115,"Indie, rpg, simulation"
112117,"Casual, indie"
112118,"Adventure, indie, rpg"
112121,Strategy
112123,"Adventure, indie, strategy"
112124,"Adventure, indie, strategy"
112125,"Adventure, indie"
112126,"Adventure, casual, indie"
112127,"Adventure, casual, indie"
112128,Adventure
112129,"Adventure, casual"
112130,Adventure
112131,"Action, adventure, indie, rpg, early access"
112134,"Action, adventure, casual, indie"
112135,"Action, adventure"
112136,"Action, adventure"
112137,"Action, adventure"
112138,Simulation
112139,Action
112140,"Casual, indie"
112141,"Casual, indie, simulation, early access"
112143,"Casual, indie"
112144,"Adventure, indie, simulation"
112145,Rpg
112146,Rpg
112147,Adventure
112148,"Action, indie"
112149,"Simulation, strategy"
112150,"Indie, simulation, sports, strategy"
112151,"Action, adventure, indie"
112153,"Simulation, strategy"
112154,Strategy
112155,"Action, adventure"
112157,"Indie, simulation"
112159,"Adventure, casual, indie, rpg"
112160,"Adventure, casual, indie"
112161,"Action, indie, simulation, strategy, early access"
112162,"Adventure, indie"
112163,"Action, adventure, free to play, massively multiplayer, rpg"
112164,"Indie, rpg"
112165,"Action, adventure, indie"
112166,"Action, indie, rpg, strategy, early access"
112167,"Action, casual, indie"
112169,Action
112171,"Indie, simulation, strategy"
112173,"Action, indie, early access"
112174,Casual
112175,"Action, rpg"
112176,"Action, rpg"
112177,"Action, rpg"
112178,"Adventure, casual"
112181,"Racing, simulation, sports"
112182,"Racing, simulation, sports"
112183,"Casual, indie"
112184,"Casual, indie, rpg"
112185,"Casual, indie"
112186,"Action, casual, indie, simulation, strategy"
112187,"Indie, rpg, strategy"
112189,Indie
112191,"Action, indie"
112192,"Action, indie, early access"
112193,"Action, adventure, indie"
112194,"Indie, rpg, early access"
112195,"Action, indie"
112196,Indie
112197,"Adventure, indie"
112199,"Action, indie"
112200,Simulation
112201,Simulation
112202,"Action, adventure, indie"
112203,Simulation
112204,"Action, indie"
112206,Strategy
112207,"Action, adventure, strategy"
112208,"Adventure, indie"
112209,"Indie, strategy"
112210,"Adventure, casual, indie"
112212,"Adventure, free to play, indie"
112215,"Action, adventure, indie, simulation"
112217,"Action, indie, rpg, strategy"
112218,"Action, adventure, indie, simulation"
112219,"Action, casual, indie, strategy"
112220,"Action, adventure, indie, simulation"
112221,"Action, casual, indie"
112222,"Adventure, indie"
112223,"Action, indie"
112224,"Action, indie"
112225,"Casual, indie"
112227,"Action, adventure, indie, strategy"
112228,"Action, adventure, indie, strategy"
112229,"Action, adventure"
112230,"Action, adventure"
112231,"Action, adventure"
112232,"Action, adventure"
112233,"Action, indie, early access"
112234,"Action, adventure"
112235,"Adventure, indie"
112236,"Adventure, indie"
112237,"Action, indie, simulation"
112239,"Action, adventure, indie"
112241,"Casual, indie"
112242,Strategy
112243,"Adventure, indie, simulation, early access"
112244,"Action, adventure, casual, indie, rpg, simulation, strategy"
112245,"Action, indie"
112247,"Adventure, casual, free to play"
112248,"Action, casual, indie"
112249,"Adventure, casual, indie"
112250,"Free to play, massively multiplayer, rpg, strategy"
112251,"Free to play, massively multiplayer, rpg, strategy"
112252,"Action, adventure, indie"
112254,"Action, casual, indie"
112255,"Action, adventure, indie, simulation, strategy"
112256,"Casual, indie"
112258,"Action, indie"
112259,"Casual, strategy"
112261,Casual
112262,Indie
112263,Strategy
112264,Casual
112266,"Adventure, casual"
112267,"Adventure, casual, indie"
112271,"Action, indie, racing"
112274,"Adventure, indie, rpg"
112275,"Simulation, sports"
112276,Simulation
112277,"Indie, simulation"
112279,"Action, indie"
112281,"Design &amp; illustration, web publishing"
112283,"Design &amp; illustration, web publishing"
112285,"Indie, strategy"
112286,"Action, indie, rpg"
112287,Simulation
112290,"Casual, indie, rpg, strategy"
112295,"Indie, strategy"
112296,"Action, indie"
112299,"Action, indie"
112300,"Action, indie, early access"
112301,"Action, adventure, casual, indie"
112304,"Action, casual, indie"
112305,"Action, adventure, indie, simulation, strategy"
112306,"Action, adventure, indie, simulation, strategy"
112309,"Action, indie, racing, early access"
112310,"Simulation, sports, strategy"
112311,"Adventure, casual, indie"
112312,"Action, adventure, indie, rpg, early access"
112313,"Indie, strategy"
112314,"Action, adventure, indie"
112316,"Action, indie, sports, early access"
112317,"Action, casual, indie, strategy"
112318,Indie
112320,"Casual, indie, simulation"
112321,"Adventure, indie"
112322,"Action, casual, indie, simulation, early access"
112323,"Simulation, strategy"
112325,"Indie, massively multiplayer, rpg, early access"
112326,"Casual, indie, strategy"
112328,"Education, software training"
112329,"Casual, indie, strategy"
112332,"Action, indie"
112333,Utilities
112334,Action
112335,"Adventure, casual, indie"
112336,"Indie, rpg, strategy"
112337,"Free to play, rpg"
112338,"Action, adventure, indie"
112339,"Action, adventure, casual, indie"
112340,"Casual, indie, strategy"
112341,"Action, adventure, casual, indie"
112342,"Action, indie"
112343,"Adventure, casual, indie, simulation, strategy"
112344,"Indie, rpg"
112345,"Action, casual, indie"
112346,"Racing, simulation, sports"
112347,"Action, indie"
112348,"Action, indie"
112349,"Indie, rpg, simulation, strategy"
112352,"Indie, rpg, simulation"
112353,"Action, adventure"
112354,Indie
112355,Simulation
112356,"Action, adventure, indie"
112357,Simulation
112358,"Adventure, indie"
112359,"Racing, simulation, sports"
112360,"Adventure, indie, rpg"
112361,"Indie, rpg, strategy"
112362,"Adventure, indie, rpg"
112363,"Action, strategy"
112364,"Adventure, indie"
112365,Strategy
112367,"Action, adventure, indie, early access"
112368,Adventure
112370,Simulation
112373,Simulation
112382,Strategy
112384,"Action, casual, indie"
112386,"Action, adventure, casual, indie"
112390,"Action, adventure, casual, indie, racing, simulation"
112392,Simulation
112395,"Action, adventure, indie"
112396,"Indie, strategy"
112397,"Action, adventure, indie"
112398,"Casual, indie, strategy"
112399,"Action, indie"
112401,"Action, adventure, indie, rpg, strategy"
112406,"Action, casual, free to play, indie, racing, simulation, sports, early access"
112407,"Casual, free to play, sports"
112409,"Action, free to play, indie"
112410,"Adventure, casual, indie, simulation"
112413,"Casual, free to play, indie, sports"
112414,"Action, indie"
112415,"Action, indie"
112416,"Casual, strategy"
112417,"Action, casual, indie, strategy"
112418,"Adventure, indie"
112419,"Adventure, indie"
112420,"Indie, rpg, simulation, strategy, early access"
112422,"Action, indie, rpg, early access"
112425,Strategy
112426,"Action, adventure, indie, rpg"
112427,Strategy
112428,Adventure
112429,"Action, adventure, indie"
112430,Strategy
112431,"Action, indie"
112432,"Casual, indie, simulation, strategy, early access"
112433,Indie
112436,Adventure
112437,"Indie, simulation, strategy"
112438,"Action, casual, indie, early access"
112439,"Casual, indie, rpg, simulation"
112440,"Action, indie"
112441,"Action, indie, racing"
112443,Utilities
112444,"Action, adventure, casual, indie, racing, rpg, simulation, sports"
112445,"Action, adventure, indie"
112446,"Action, indie"
112447,"Adventure, indie"
112448,"Action, free to play, massively multiplayer, rpg"
112449,"Action, adventure, indie"
112450,"Casual, free to play, massively multiplayer, simulation"
112451,"Adventure, indie"
112452,Simulation
112453,Simulation
112454,"Action, indie, rpg, early access"
112455,"Action, adventure, casual, indie, rpg"
112460,"Adventure, indie"
112465,"Action, casual, indie"
112466,"Casual, indie"
112468,"Action, adventure, indie, simulation"
112469,"Casual, indie, simulation, strategy"
112470,"Adventure, indie, rpg"
112471,"Adventure, casual, indie, rpg"
112472,"Action, adventure, casual, indie, strategy, early access"
112473,"Indie, simulation, strategy"
112474,"Adventure, indie"
112475,Strategy
112477,"Simulation, strategy"
112478,"Action, indie, strategy"
112480,Adventure
112481,"Simulation, strategy"
112482,Adventure
112483,"Simulation, strategy"
112484,Strategy
112486,Simulation
112488,"Action, adventure, indie"
112493,"Indie, rpg"
112494,"Action, casual, indie"
112495,Adventure
112497,"Action, indie"
112498,"Action, indie"
112500,"Free to play, indie, racing, simulation, sports"
112501,"Action, indie"
112504,Action
112505,"Indie, simulation"
112508,"Action, adventure, casual, indie, strategy"
112509,"Action, casual, indie"
112510,"Adventure, indie"
112511,"Action, adventure, indie, rpg"
112520,"Action, adventure"
112524,Rpg
112526,"Adventure, indie"
112527,"Adventure, indie"
112528,"Action, free to play, massively multiplayer, rpg"
112529,"Action, free to play, massively multiplayer, rpg"
112531,"Action, adventure, indie"
112534,"Adventure, casual, indie, simulation"
112535,"Action, adventure, indie, rpg, simulation, strategy"
112536,"Action, adventure, indie"
112537,"Indie, rpg, simulation, early access"
112538,"Adventure, casual, free to play, massively multiplayer, rpg"
112539,Strategy
112540,Sports
112542,"Action, adventure, massively multiplayer, rpg, simulation, strategy"
112543,Indie
112544,"Action, casual, indie, simulation, strategy"
112545,"Action, adventure, indie, rpg, strategy"
112546,"Adventure, casual, indie"
112547,Adventure
112550,"Indie, strategy"
112551,"Action, adventure, indie"
112552,Simulation
112553,Simulation
112554,Simulation
112556,Strategy
112557,Simulation
112559,"Rpg, simulation, strategy"
112560,"Casual, indie"
112561,"Racing, simulation, sports"
112563,"Racing, simulation, sports"
112565,"Action, adventure, indie, strategy"
112566,"Adventure, indie, rpg, early access"
112568,"Adventure, indie"
112569,"Indie, rpg"
112570,"Casual, indie, sports, early access"
112574,"Casual, indie, simulation, sports"
112576,"Action, adventure"
112578,"Action, indie"
112579,"Action, indie"
112580,Indie
112581,"Action, casual, indie"
112585,"Action, adventure, indie, simulation"
112589,"Action, indie, early access"
112590,"Casual, indie"
112592,"Casual, indie"
112593,"Action, casual, indie"
112594,Simulation
112595,Indie
112597,"Adventure, casual, indie, rpg"
112599,Action
112600,Action
112601,Action
112602,Action
112603,"Action, adventure"
112604,Action
112605,"Action, adventure, indie, rpg, early access"
112606,"Adventure, indie"
112607,"Action, indie"
112608,"Indie, rpg"
112609,"Action, indie, simulation, sports"
112610,"Action, indie, rpg"
112612,"Action, indie, strategy"
112613,"Free to play, massively multiplayer, rpg"
112614,"Adventure, casual, indie"
112615,"Action, free to play, indie"
112616,"Adventure, casual, indie"
112617,"Adventure, indie"
112618,"Casual, indie, strategy"
112619,"Adventure, casual"
112620,"Casual, indie"
112621,"Action, adventure, casual, indie"
112622,"Action, casual, indie"
112623,"Casual, indie, strategy"
112624,"Action, adventure, indie"
112626,"Action, massively multiplayer, rpg"
112627,"Casual, indie"
112628,"Action, indie, strategy"
112630,"Free to play, massively multiplayer, rpg"
112631,"Action, free to play"
112632,"Action, indie"
112633,"Simulation, strategy"
112634,"Action, casual, indie, early access"
112635,"Action, casual, indie"
112636,"Adventure, casual"
112637,"Casual, indie, simulation"
112638,"Action, adventure, casual, indie"
112639,Strategy
112640,"Adventure, indie"
112641,"Design &amp; illustration, web publishing"
112642,"Design &amp; illustration, web publishing"
112643,"Design &amp; illustration, web publishing"
112644,"Design &amp; illustration, web publishing"
112645,"Action, adventure, indie"
112647,"Design &amp; illustration, web publishing"
112648,"Design &amp; illustration, web publishing"
112649,"Adventure, indie"
112650,Action
112651,Audio production
112652,"Action, indie"
112653,Audio production
112655,"Action, adventure, indie, simulation"
112656,Strategy
112658,"Racing, simulation, sports"
112659,"Action, adventure, indie, rpg"
112660,"Action, adventure, indie, rpg"
112662,Casual
112663,"Action, indie"
112664,"Action, adventure, casual, indie, rpg"
112665,"Action, indie"
112666,"Action, adventure, indie, massively multiplayer, simulation, strategy, early access"
112667,"Action, indie"
112668,"Indie, simulation"
112669,"Action, indie"
112670,"Action, indie"
112671,Indie
112672,Indie
112674,"Casual, indie"
112675,Adventure
112676,"Adventure, casual, indie, rpg"
112678,Simulation
112679,Simulation
112680,Simulation
112681,"Action, casual, indie"
112682,"Action, adventure, indie, rpg, strategy"
112683,Simulation
112684,"Casual, indie"
112685,"Action, adventure, indie, rpg"
112686,Strategy
112689,"Action, indie"
112690,"Action, adventure, indie"
112691,"Adventure, indie"
112692,"Action, indie, racing"
112693,"Casual, indie, simulation, strategy, early access"
112694,"Adventure, casual, indie, rpg"
112695,"Action, casual, indie, rpg, simulation, strategy"
112699,"Action, indie, early access"
112702,"Action, indie, early access"
112703,"Indie, simulation"
112704,"Action, indie"
112705,"Casual, indie, simulation, sports, early access"
112706,"Adventure, casual"
112707,Action
112708,"Action, adventure"
112709,"Action, indie"
112710,"Action, casual, free to play, indie, simulation, strategy"
112711,"Action, adventure, indie"
112712,Simulation
112713,"Action, indie"
112716,"Action, adventure, indie"
112721,"Action, adventure, indie"
112723,"Action, adventure"
112724,"Indie, rpg, strategy"
112729,"Casual, indie, strategy"
112732,"Action, indie"
112733,"Casual, indie, simulation, strategy"
112734,"Action, adventure, indie"
112736,"Indie, strategy"
112737,"Indie, rpg, simulation, strategy"
112739,Action
112740,"Indie, rpg"
112741,"Action, adventure, casual, indie, rpg, early access"
112743,"Casual, indie"
112744,Simulation
112745,Simulation
112746,Simulation
112747,Simulation
112748,Simulation
112749,Simulation
112750,Simulation
112751,Simulation
112752,Simulation
112753,Simulation
112754,Simulation
112755,Simulation
112756,"Action, adventure, casual, indie, rpg, strategy"
112757,"Casual, free to play, indie, simulation"
112759,"Adventure, indie, strategy"
112760,"Indie, strategy, early access"
112761,"Action, casual, indie"
112762,"Adventure, casual"
112763,"Action, indie"
112764,Simulation
112766,"Simulation, sports"
112768,"Adventure, casual, indie, simulation, strategy"
112769,"Action, free to play, indie, strategy, early access"
112770,"Action, free to play, massively multiplayer, rpg"
112771,Action
112772,"Adventure, casual, indie"
112774,"Casual, indie, simulation, early access"
112775,"Adventure, casual, indie"
112777,"Action, adventure, indie"
112778,"Adventure, casual, free to play, indie, simulation"
112779,"Action, adventure, indie"
112780,"Action, adventure, indie"
112783,Indie
112784,Indie
112785,"Action, casual, indie"
112786,"Adventure, indie"
112787,"Action, adventure, indie"
112788,Adventure
112789,"Action, indie, rpg"
112790,Indie
112791,"Action, adventure, indie, rpg"
112792,"Action, indie"
112793,"Action, indie"
112794,"Action, indie"
112795,"Adventure, casual, free to play, indie"
112796,Indie
112798,"Adventure, rpg, strategy, early access"
112799,"Racing, simulation, sports"
112800,"Racing, simulation, sports"
112801,"Racing, simulation, sports"
112802,"Racing, simulation, sports"
112803,"Racing, simulation, sports"
112804,"Racing, simulation, sports"
112805,"Racing, simulation, sports"
112806,"Racing, simulation, sports"
112807,"Racing, simulation, sports"
112808,"Racing, simulation, sports"
112809,"Racing, simulation, sports"
112810,"Casual, indie"
112811,"Racing, simulation, sports"
112812,"Racing, simulation, sports"
112818,Action
112819,"Action, indie"
112820,Action
112824,"Action, adventure, casual, indie"
112825,"Action, casual, free to play, indie, simulation"
112826,"Free to play, massively multiplayer"
112827,Simulation
112829,"Action, indie"
112830,"Adventure, indie, massively multiplayer"
112831,Rpg
112832,"Animation &amp; modeling, design &amp; illustration, utilities"
112833,"Action, indie"
112834,Simulation
112836,"Racing, simulation, sports"
112837,"Action, indie"
112838,"Casual, strategy"
112839,"Action, indie"
112840,"Action, adventure, indie"
112841,"Free to play, strategy, early access"
112842,"Indie, simulation"
112844,"Simulation, strategy"
112845,"Adventure, casual"
112846,"Action, adventure"
112847,Action
112849,"Casual, indie"
112850,"Adventure, casual"
112851,"Adventure, casual"
112852,"Adventure, casual"
112853,"Adventure, casual"
112854,Simulation
112855,"Action, indie"
112856,Strategy
112858,Simulation
112861,"Adventure, indie"
112863,"Action, indie, early access"
112864,"Action, massively multiplayer, rpg"
112865,"Action, casual, indie"
112866,"Casual, indie"
112868,"Indie, strategy"
112869,Adventure
112870,"Action, indie"
112872,"Adventure, indie"
112873,"Casual, indie, strategy"
112874,"Action, indie, massively multiplayer, racing, simulation, sports"
112875,"Action, indie"
112876,"Action, casual, free to play, massively multiplayer"
112878,"Action, indie, simulation, early access"
112881,"Indie, rpg"
112882,"Casual, strategy"
112883,Action
112884,"Adventure, indie, rpg, simulation, strategy, early access"
112886,"Indie, rpg"
112892,"Adventure, indie, rpg"
112893,"Adventure, casual, indie, rpg, simulation"
112894,"Casual, indie"
112896,"Casual, indie"
112897,"Action, adventure, indie"
112899,"Free to play, massively multiplayer, strategy"
112900,"Indie, rpg, simulation, strategy"
112901,"Indie, strategy"
112902,Racing
112904,"Action, casual, simulation"
112905,"Action, indie, rpg"
112906,"Action, indie, strategy, early access"
112908,"Action, indie, strategy, early access"
112909,"Action, casual, indie"
112910,"Indie, racing, simulation, sports"
112911,"Action, adventure"
112912,"Action, casual, indie"
112913,Strategy
112914,Racing
112915,Adventure
112916,"Action, free to play, massively multiplayer, racing, early access"
112917,"Action, indie, rpg"
112918,Racing
112919,"Casual, indie, sports"
112920,"Casual, indie, sports"
112921,"Indie, rpg"
112922,Indie
112927,"Action, adventure, indie, rpg"
112928,Racing
112930,"Casual, strategy"
112932,Casual
112934,"Action, free to play, massively multiplayer, simulation, strategy"
112935,"Action, free to play, massively multiplayer, simulation, strategy"
112936,"Action, adventure, indie, rpg, strategy"
112937,"Action, free to play, massively multiplayer, simulation, strategy"
112938,"Action, free to play, massively multiplayer, simulation, strategy"
112939,"Action, free to play, massively multiplayer, rpg"
112941,"Action, free to play, massively multiplayer, rpg"
112942,"Action, free to play, massively multiplayer, rpg"
112943,"Indie, rpg"
112944,Simulation
112945,Simulation
112946,"Action, indie"
112947,"Action, adventure, indie, rpg"
112950,Action
112955,"Action, adventure, indie"
112956,"Racing, simulation, sports"
112957,"Action, indie"
112958,"Audio production, utilities"
112959,"Indie, rpg, strategy"
112960,Simulation
112961,"Action, adventure, indie"
112962,Simulation
112963,"Indie, strategy"
112964,Rpg
112965,Action
112966,Action
112967,Action
112968,Action
112969,Action
112970,Action
112971,Action
112972,Action
112973,Action
112974,Action
112975,Action
112976,Action
112977,Action
112978,Action
112979,Action
112980,Action
112981,Action
112982,Action
112983,Action
112984,"Action, indie"
112985,"Action, adventure, indie, rpg"
112986,"Action, indie"
112988,"Action, adventure, indie, rpg"
112989,"Indie, simulation"
112990,"Indie, simulation"
112991,"Indie, simulation"
112992,"Indie, simulation"
112993,"Indie, simulation"
112994,"Indie, simulation"
112996,"Simulation, sports"
112997,"Indie, sports, strategy"
112998,Simulation
112999,Action
113000,"Rpg, simulation"
113001,Simulation
113002,"Action, casual, indie"
113003,"Action, adventure, indie, simulation, strategy"
113004,"Action, indie, strategy"
113005,"Action, adventure, indie"
113007,"Adventure, indie"
113008,Simulation
113009,"Action, free to play, indie"
113010,"Action, indie"
113011,Simulation
113016,"Action, adventure, rpg"
113018,"Action, adventure, indie"
113019,"Adventure, indie, rpg, strategy"
113020,"Indie, strategy"
113021,"Action, adventure"
113022,"Action, adventure"
113024,"Adventure, casual, indie, rpg, simulation"
113025,"Action, adventure"
113026,"Adventure, indie"
113029,Indie
113035,"Casual, free to play, indie, simulation, sports, strategy"
113036,"Action, indie, racing"
113037,"Action, adventure, indie, massively multiplayer"
113039,"Action, adventure, indie"
113040,"Indie, rpg, strategy, early access"
113041,"Indie, rpg, early access"
113042,"Action, indie, rpg"
113044,"Casual, indie"
113047,"Action, indie"
113048,Action
113049,Action
113050,Action
113051,Action
113052,Action
113053,Action
113054,"Racing, simulation, sports"
113055,Simulation
113056,Simulation
113057,Simulation
113058,Simulation
113059,Simulation
113060,Simulation
113061,Simulation
113062,"Action, casual"
113063,"Adventure, indie, rpg, simulation"
113064,"Free to play, indie"
113065,"Action, adventure, indie"
113066,"Indie, rpg"
113068,"Indie, rpg"
113070,"Casual, indie, strategy"
113072,"Action, rpg"
113073,"Action, indie"
113074,"Action, casual, indie"
113075,"Rpg, strategy"
113076,Strategy
113077,"Rpg, strategy"
113078,"Simulation, strategy"
113079,"Adventure, casual"
113080,Indie
113082,"Action, indie, rpg, strategy"
113083,"Indie, massively multiplayer, rpg"
113086,"Action, rpg"
113087,"Casual, indie"
113088,"Action, adventure, casual, indie"
113092,Strategy
113093,"Adventure, rpg"
113094,"Casual, free to play, indie"
113096,Rpg
113097,"Action, adventure, indie"
113099,"Adventure, casual, indie"
113100,"Action, adventure, casual, indie"
113101,"Indie, rpg, strategy"
113102,"Indie, rpg, strategy"
113103,"Indie, rpg, strategy"
113104,"Indie, rpg, strategy"
113105,Action
113106,"Action, adventure, indie"
113107,"Action, indie, racing, sports"
113109,Adventure
113110,"Action, adventure, casual, indie"
113111,Adventure
113112,"Action, adventure, indie, massively multiplayer, simulation, early access"
113113,"Adventure, indie, rpg"
113114,"Casual, simulation"
113115,"Action, adventure, casual, indie, strategy"
113117,"Casual, simulation"
